data/samples_sections_scrambling/section_2_sample_10.csv, minimum: 7.547169811320755
data/samples_sections_scrambling/section_2_sample_10.csv, moderate: 34.052111410601974
data/samples_sections_scrambling/section_7_sample_4.csv, minimum: 7.623318385650224
data/samples_sections_scrambling/section_7_sample_4.csv, moderate: 39.68609865470852
data/samples_sections_scrambling/section_1_sample_3.csv, minimum: 7.5871195412439345
data/samples_sections_scrambling/section_1_sample_3.csv, moderate: 37.80326422584914
data/samples_sections_scrambling/section_6_sample_3.csv, minimum: 7.323568575233023
data/samples_sections_scrambling/section_6_sample_3.csv, moderate: 35.10874389702619
data/samples_sections_scrambling/section_6_sample_2.csv, minimum: 8.18059901654001
data/samples_sections_scrambling/section_6_sample_2.csv, moderate: 37.10326329906124
data/samples_sections_scrambling/section_6_sample_10.csv, minimum: 7.527352297592998
data/samples_sections_scrambling/section_6_sample_10.csv, moderate: 35.31728665207878
data/samples_sections_scrambling/section_1_sample_2.csv, minimum: 7.452030343596609
data/samples_sections_scrambling/section_1_sample_2.csv, moderate: 35.8768406961178
data/samples_sections_scrambling/section_7_sample_5.csv, minimum: 8.092485549132949
data/samples_sections_scrambling/section_7_sample_5.csv, moderate: 40.284570920409074
data/samples_sections_scrambling/section_7_sample_7.csv, minimum: 7.900677200902934
data/samples_sections_scrambling/section_7_sample_7.csv, moderate: 41.48984198645598
data/samples_sections_scrambling/section_5_sample_8.csv, minimum: 7.757467677218012
data/samples_sections_scrambling/section_5_sample_8.csv, moderate: 36.2460989745876
data/samples_sections_scrambling/section_2_sample_8.csv, minimum: 7.678410117434508
data/samples_sections_scrambling/section_2_sample_8.csv, moderate: 37.03703703703704
data/samples_sections_scrambling/section_2_sample_9.csv, minimum: 8.215297450424929
data/samples_sections_scrambling/section_2_sample_9.csv, moderate: 35.41076487252125
data/samples_sections_scrambling/section_6_sample_1.csv, minimum: 7.598253275109171
data/samples_sections_scrambling/section_6_sample_1.csv, moderate: 36.724890829694324
data/samples_sections_scrambling/section_5_sample_9.csv, minimum: 7.989228007181328
data/samples_sections_scrambling/section_5_sample_9.csv, moderate: 37.38779174147217
data/samples_sections_scrambling/section_1_sample_1.csv, minimum: 7.996446023989338
data/samples_sections_scrambling/section_1_sample_1.csv, moderate: 36.428254109284765
data/samples_sections_scrambling/section_7_sample_6.csv, minimum: 7.304900181488203
data/samples_sections_scrambling/section_7_sample_6.csv, moderate: 39.83666061705989
data/samples_sections_scrambling/section_7_sample_2.csv, minimum: 7.968127490039841
data/samples_sections_scrambling/section_7_sample_2.csv, moderate: 41.21292607348384
data/samples_sections_scrambling/section_1_sample_5.csv, minimum: 7.09849157054126
data/samples_sections_scrambling/section_1_sample_5.csv, moderate: 35.62555456965395
data/samples_sections_scrambling/section_6_sample_5.csv, minimum: 7.49113475177305
data/samples_sections_scrambling/section_6_sample_5.csv, moderate: 36.923758865248224
data/samples_sections_scrambling/section_6_sample_4.csv, minimum: 9.193408499566349
data/samples_sections_scrambling/section_6_sample_4.csv, moderate: 38.5949696444059
data/samples_sections_scrambling/section_1_sample_4.csv, minimum: 8.16326530612245
data/samples_sections_scrambling/section_1_sample_4.csv, moderate: 37.05215419501134
data/samples_sections_scrambling/section_11_sample_10.csv, minimum: 5.597014925373134
data/samples_sections_scrambling/section_11_sample_10.csv, moderate: 45.8955223880597
data/samples_sections_scrambling/section_7_sample_3.csv, minimum: 8.412914961346067
data/samples_sections_scrambling/section_7_sample_3.csv, moderate: 41.7462482946794
data/samples_sections_scrambling/section_4_sample_9.csv, minimum: 7.740774077407741
data/samples_sections_scrambling/section_4_sample_9.csv, moderate: 36.543654365436545
data/samples_sections_scrambling/section_1_sample_10.csv, minimum: 7.828394515701017
data/samples_sections_scrambling/section_1_sample_10.csv, moderate: 36.79787704555506
data/samples_sections_scrambling/section_7_sample_1.csv, minimum: 8.093763821318001
data/samples_sections_scrambling/section_7_sample_1.csv, moderate: 40.55727554179567
data/samples_sections_scrambling/section_3_sample_9.csv, minimum: 7.986260197509661
data/samples_sections_scrambling/section_3_sample_9.csv, moderate: 35.72348647488192
data/samples_sections_scrambling/section_1_sample_6.csv, minimum: 8.815672306322352
data/samples_sections_scrambling/section_1_sample_6.csv, moderate: 37.53339269813001
data/samples_sections_scrambling/section_6_sample_6.csv, minimum: 7.7763215377894275
data/samples_sections_scrambling/section_6_sample_6.csv, moderate: 37.43993010048056
data/samples_sections_scrambling/section_6_sample_7.csv, minimum: 7.682060390763765
data/samples_sections_scrambling/section_6_sample_7.csv, moderate: 35.61278863232682
data/samples_sections_scrambling/section_5_sample_10.csv, minimum: 8.269317668323543
data/samples_sections_scrambling/section_5_sample_10.csv, moderate: 36.19521012200632
data/samples_sections_scrambling/section_1_sample_7.csv, minimum: 8.533333333333333
data/samples_sections_scrambling/section_1_sample_7.csv, moderate: 36.355555555555554
data/samples_sections_scrambling/section_3_sample_8.csv, minimum: 7.266282676118742
data/samples_sections_scrambling/section_3_sample_8.csv, moderate: 36.86309260079752
data/samples_sections_scrambling/section_4_sample_8.csv, minimum: 8.653421633554084
data/samples_sections_scrambling/section_4_sample_8.csv, moderate: 36.60044150110375
data/samples_sections_scrambling/section_11_sample_4.csv, minimum: 5.148005148005148
data/samples_sections_scrambling/section_11_sample_4.csv, moderate: 46.71814671814672
data/samples_sections_scrambling/section_10_sample_3.csv, minimum: 8.110557317625736
data/samples_sections_scrambling/section_10_sample_3.csv, moderate: 40.32623470774807
data/samples_sections_scrambling/section_9_sample_8.csv, minimum: 7.623318385650224
data/samples_sections_scrambling/section_9_sample_8.csv, moderate: 40.493273542600896
data/samples_sections_scrambling/section_9_sample_9.csv, minimum: 7.908847184986596
